id,year,location,estab,formal,service,sector,group,grphq,market1,market2,market3,market4,market5,market6,market7,market8,ftstaff05,ftstaff06,ftstaff07,ptstaff05,ptstaff06,ptstaff07,totalstaff05,totalstaff06,totalstaff07,totalstaff08,totalstaff09,totalstaff10,percent_graduate_staff,ftphd,ftms,ftbs,fthnd,ftdip,ftother,ptphd,ptms,ptbs,pthnd,ptdip,ptother,turnover05,turnover06,turnover07,turnover08,turnover09,turnover10,iprod1,iprod2,prod_dev1,prod_dev2,prod_dev3,prod_dev4,prod_origin1,prod_origin2,prod_origin3,prod_origin4,prod_origin5,prod_origin6,prod_origin7,nmprod,nfprod,snmprod,snfprod,sucprod,iproc1,iproc2,iproc3,proc_dev1,proc_dev2,proc_dev3,proc_dev4,proc_origin1,proc_origin2,proc_origin3,proc_origin4,proc_origin5,proc_origin6,proc_origin7,nmproc,nfproc,abandoned_iact,ongoing_iact,iact1,crd,ord,iact2,iact3,iact3_1,iact4,iact5,iact5_1,iact6,iact7,iact8,iact9,iact10,iact11,iact12,rddept,rddept_HOD,rdstaff,rd_ftphd,rd_ftms,rd_ftbs,rd_fthnd,rd_ftdip,rd_ftother,rd_ptphd,rd_ptms,rd_ptbs,rd_pthnd,rd_ptdip,rd_ptother,iexp1,iexp2,iexp3,iexp4,iexptotal,coop,coopn1,coopn2,coopn3,coopn4,coopn5,coopn6,coopn7,coopwa1,coopwa2,coopwa3,coopwa4,coopwa5,coopwa6,coopwa7,coopa1,coopa2,coopa3,coopa4,coopa5,coopa6,coopa7,coope1,coope2,coope3,coope4,coope5,coope6,coope7,coopus1,coopus2,coopus3,coopus4,coopus5,coopus6,coopus7,coopas1,coopas2,coopas3,coopas4,coopas5,coopas6,coopas7,coopo1,coopo2,coopo3,coopo4,coopo5,coopo6,coopo7,valcoop,id_valcoop1,add_valcoop1,id_valcoop2,add_valcoop2,id_valcoop3,add_valcoop3,id_valcoop4,add_valcoop4,sinfo1,sinfo2,sinfo3,sinfo4,sinfo5,sinfo6,sinfo7,sinfo8,sinfo9,sinfo10,info_prod1,info_proc1,info_mark1,info_qual1,info_prod2,info_proc2,info_mark2,info_qual2,info_prod3,info_proc3,info_mark3,info_qual3,info_prod4,info_proc4,info_mark4,info_qual4,info_prod5,info_proc5,info_mark5,info_qual5,info_prod6,info_proc6,info_mark6,info_qual6,info_prod7,info_proc7,info_mark7,info_qual7,info_prod8,info_proc8,info_mark8,info_qual8,info_prod9,info_proc9,info_mark9,info_qual9,info_prod10,info_proc10,info_mark10,info_qual10,license,lic_local_ri,lic_foreign_ri,lic_local_firm,lic_foreign_firm,inno_license,subcontractor,outsource,ieffect_prod1,ieffect_prod2,ieffect_prod2a,ieffect_prod2b,ieffect_prod3,ieffect_proc1,ieffect_proc2,ieffect_proc3,ieffect_proc4,ieffect_proc5,ieffect_other1,ieffect_other1a,ieffect_other1b,ieffect_other2,ieffect_other3,inno_motive1,inno_motive1a,inno_motive2,inno_motive2a,inno_motive3,inno_motive3a,inno_motive4,inno_motive5,inno_motive5a,inno_motive6,inno_motive6a,inno_motive7,inno_motive7a,inno_motive8,inno_motive8a,inno_motive8b,inno_motive8c,inno_motive9,inno_motive10,inno_motive11,inno_motive11a,inno_motive11b,inno_motive12,inno_motive13,inno_motive13a,inno_motive14,inno_motive15,iabandon_concept,iabandon_ongoing,iabandon_delayed,obstacle_cost1,obstacle_cost2,obstacle_cost3,obstacle_cost4,obstacle_cost5,obstacle_knowledge1,obstacle_knowledge2,obstacle_knowledge3,obstacle_knowledge4,obstacle_market1,obstacle_market2,obstacle_market3,obstacle_market4,obstacle_market5,obstacle_infra1,obstacle_infra2,obstacle_need1,obstacle_need2,obstacle_other1,obstacle_other2,obstacle_other3,patapply,npatapply,fpatapply,npat,fpat,design,trademk,copyrt,licenser,iorg1,iorg2,iorg3,imark1,imark2,imark3,imark4,ieffect_org1,ieffect_org2,ieffect_org3,ieffect_org4,ieffect_org5,firm_new,nigeria_new,world_new,describe_new,example_inno1,example_inno2,example_inno3,govsup,finsup0,finsup1,finsup2,finsup3,finsup4,finsup5,finsup6,finsup7,aware_policy,policysup1,policysup2,policysup3,policysup4,policysup5,policysup6,policysup7,policysup8,hinder_policy,example_support_policy1,example_support_policy2,example_support_policy3,example_support_policy4,example_hinder_policy1,example_hinder_policy2,example_hinder_policy3,example_hinder_policy4,example_hinder_policy5,example_hinder_policy6,policy_suggestion1,policy_suggestion2,policy_suggestion3,policy_suggestion4,policy_suggestion5,policy_suggestion6,policy_suggestion7,policy_suggestion8
436,2008,0, , ,0,15,1,1,1,1,0,0,0,0,0,0,300,400,400,10,5,5,310,405,405, , , , ,0,0,2,3,5,390,0,0,0,0,2,3,2400000,3000000,4000000, , , ,1,1,0,1,0, ,0,1, , , , , ,1,1,30,35,35,1,1,1,0,1,0, ,0,1, , , , , , , ,0,0,1,1,0,1,1, ,0,0, ,0,0,1,1,1,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3,3,2,0,3,3,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0, , , , , ,1, ,3,3, , ,0,3,3,2,2, ,3, , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3, , ,0,0,0,0,2,0,0,3, ,0,0,0,0, , , ,0, , ,0,0,1,1,1,1,0,0,0,1,0, , , , , , , , , , , , , , ,0, ,0,0,0,0,1,0, ,0, , , , , , , , ,0, , , , , , , , , , ,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities
437,2008,0, , ,0,25,0, ,1,1,0,0,0,0,0,0,12,19,21,0,0,0,12,19,21, , , , ,0,1,1,5,12,2,0,0,0,0,0,0,17697521,1900000,3500000, , , ,0,0, , , , , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17156000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3, , ,0,0,1,0,2,0,2,3, ,3,0,0,0, , , ,0, , ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,0,3,3,3,3,3,3,3,3,0, , , , , , , , , , ,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities
438,2008,0,1987,1,0,24,0, ,1,1,1,0,0,0,0,0,92,102,104,0,0,0,92,102,104, , , , ,0,3,10,12,16,63,0,0,0,0,0,0,1228000000,1237000000,1372000000, , , ,0,0, , , , , , , , , , , , , , , , ,1,1,1,1,0,0, ,1,0, , , , , , , ,0,1,0, , ,0,0, ,0,0, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0, , , , , ,0, ,1,2, , ,2,2,2,1,1, ,2, , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,1,1,1,1,2,2,2,2, ,3,1,2,2, , , ,1, , ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , ,1, ,0,0,1,0,0,0, ,1,0,0,0,0,0,0,1, ,1,CBN policy & directives to bank to give soft loans to small scale indutries,CBN policy & directives to bank to give soft loans to small scale indutries,CBN policy & directives to bank to give soft loans to small scale indutries,CBN policy & directives to bank to give soft loans to small scale indutries,Energy,Energy,Energy,Energy,Energy,Energy,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding
439,2008,0,2002,1,0,28,0, ,1,1, , , , , , ,18,10,12,0,0,0,18,10,12, , , , ,0,1,0,2,0,0,0,0,0,0,0,8,1308167,1142769,2724568, , , ,0,0, , , , , , , , , , , , , , , , ,1,1,1,0,1,0, ,1,0, , , , , , , ,0,0,0, , ,0,1, ,0,0, ,0,1,1,0,0,1, , , , , , , , , , , , , , , , , , , ,105000,855000,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, ,3,3, , ,3,2,2,1,1, ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3, , ,0,0,0,0,2,0,1,2, ,3,0,0,0, , , ,0, , ,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,0,0,1,3,0,3,3,3,3,1, , , , ,Energy,Energy,Energy,Energy,Energy,Energy,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities
440,2008,0, , ,0,15,0, ,1, , , , , , , ,15,18,20,5,7,10,20,25,30, , , , ,0,0,0,2,0,24,0,0,0,0,4,0,15000000,18000000,20000000, , , ,0,0, , , , , , , , , , , , , , , , ,1,1,0,1,0,0, ,1,0, , , , , , , ,0,0,0, , ,0,1, ,1,1, ,0,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , ,3,0,3,2,0,0,3,1,1,3,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0, , , , , ,0, ,3,3, , , ,2,3,2,1, ,2, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3, , , ,2,2,1,2,3,1,1,3, ,3,3,2,2, , , ,0, , ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,0,0,1,0,0,0,0,1, ,1, , , , ,Energy,Energy,Energy,Energy,Energy,Energy,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities
441,2008,0,1978, ,0,36,0, ,1,1,1,0,0,0,0,0,67,65,66,0,0,0,67,65,66, , , , ,0,4,6,0,5,5,0,0,0,0,0,0, , , , , , ,1,1,1,0,0, ,1,0, , , , , ,1,1,40,20,40,1,0,0,1,0,0, ,0,1, , , , , , , ,1,1,1,0,1,0,1, ,0,1, ,0,0,1,1,0,1, ,0, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,1,2,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0, , , , , ,0, ,3,3, , ,0,2,2,2,1, ,3, , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,2, , ,1,1,1,1,2,1,3,2, ,3,2,1,1, , , ,0, , ,0,0,0,0,0,0,1,0,0,0,1, , ,3,3,3,3, , , , , , , , ,0, ,0,0,0,0,0,0, ,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , 
442,2008,0, , ,0,36,0, , ,1, , , , , , ,32,30,25,0,0,0,32,30,25, , , , ,0,0,1,0,0,24,0,0,0,0,0,0,18700000,30900000,33300000, , , ,1,0,1,0,0, ,1,0, , , , , ,0,0,35,30,35,0,0,0, , , , , , , , , , , , , ,0,0,0, , ,0,0, ,0,0, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , ,0,0, , ,0,0,0,0,0, ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, , , ,0, , ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,0, ,0,0,0,0,0,0, ,0, , , , , , , , ,0, , , , , , , , , , ,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities,Power supply and basic amenities
443,2008,0,1985,0,0,15,0, ,1,1,0,0,0,0,0,0,65,67,55,0,0,0,65,67,55, , , , ,1,1,3,9,2,39,0,0,0,0,0,0,75000000,90000000,120000000, , , ,1,1,1,0,0, ,0,1, , , , , ,0,0, , ,40,0,0,0, , , , , , , , , , , , , ,0,0,1,0,1,1,1, ,0,1, ,1,0,1,1,1,1, ,0, , , , , , , , , , , , , , , ,2700000,3500000, ,6200000,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,2,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,1,0,0,0, ,2,2, , ,2,2,1,0,0, ,2, , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3, , ,0,0,0,2,1,2,3,3, ,3,0,2,3, , , ,0, , ,0,0,0,1,0,0,0,1,0,1,1, , ,3,3,1,2, , , , , , , , ,1, ,0,0,0,0,0,0, ,1,3,3,3,2,2,2,3, ,1,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Energy,Energy,Energy,Energy,Energy,Energy, , , , , , , , 
444,2008,0, , ,0,15,0, ,1,1, , , , , , ,1208,1182,1194,750,735,698,1958,1917,1892, , , , ,0,6,28,8,5,1147,0,0,0,0,0,698,305000000,346000000,296000000, , , ,0,0, , , , , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3, , ,1,2,0,0,0,0,0,0, ,3,2,0,1, , , ,0, , ,0,0,0,0,0,0, , , ,1,1, , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,0,3,3,3,2,3,3,3, ,0, , , , , , , , , , ,"Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants"
445,2008,0, , ,0,15,0, ,1,1, , , , , , ,71,69,67,0,0,0,71,69,67, , , , ,0,0,3,0,1,63,0,0,0,0,0,0,10300000,9260000,11140000, , , ,0,0, , , , , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3, , ,1,2,0,0,0,0,0,0, ,3,2,1,0, , , ,0, , ,0,0,0,0,0,0,0,0, ,0, , , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,0,3,3,3,2,3,3,3, ,0, , , , , , , , , , ,"Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants"
446,2008,0,1975,1,0,22,0, ,1,1, , , , , , ,63,67,72,7,10,15,70,77,87, , , , ,0,3,40,15,2,1,0,0,0,12,17,4,13000000,17000000,20000000, , , ,1,1,1,0,0, ,1,0, , , , , ,0,0, , ,90,1,1,1,1,0,0, ,1,0, , , , , , , , ,1,1,1,0,0,1, ,0,1, ,1,1,1,1,1,1, ,0, , , , , , , , , , , , , , , , , ,2500000,2500000,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,3,2,0,0,1,2,3,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0, , , , , ,0, ,0,3, , ,3,3,3,3,3, ,3, , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3, , , ,1,2,0,2,3,0,0,1, ,1,0,0,0, , , ,0, , ,0,0,0,0,0,0,0, , ,0, , , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,1,1,2,3,0,0,1,2,2,1, , , , ,Editorial policy,Editorial policy,Editorial policy,Editorial policy,Editorial policy,Editorial policy,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding
447,2008,0, ,0,0,17,0, ,1,0,0,0,0,0,0,0,10,13,12,0,0,0,10,13,12, , , , ,0,0,0,0,0,2,10,0,0,0,0,0,200000,250000,400000, , , ,0,0, , , , , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3, , ,0,3,2,0,0,1,0,3, ,3,0,1,1, , , ,0, , ,0,0,0,0,0,0,0, , ,0, , , , , , , , , , , , , , , ,0, ,0,0,0,0,0,0, ,0, , , , , , , , ,0, , , , , , , , , , ,"Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants"
448,2008,0, , ,0,24,0, ,1,1,0,0,0,0,0,0,105,135,150,0,0,0,105,135,150, , , , ,0,0,1,5,24,120,0,0,0,0,0,0,3000000,3800000,4200000, , , ,0,0, , , , , , , , , , , , , , , , ,0,0,0, , , , , , , , , , , , , ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3, , ,1,1,2,2,2,3,1,3, ,1,1,3,2, , , ,0, , ,0,0,0,0,0,0,1,1,1,1,0, , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,0,2,1,3,2,3,3,3, ,0, , , , , , , , , , ,Stabilization of the exchange rate/ reduction of interest rate,Stabilization of the exchange rate/ reduction of interest rate,Stabilization of the exchange rate/ reduction of interest rate,Stabilization of the exchange rate/ reduction of interest rate,Stabilization of the exchange rate/ reduction of interest rate,Stabilization of the exchange rate/ reduction of interest rate,Stabilization of the exchange rate/ reduction of interest rate,Stabilization of the exchange rate/ reduction of interest rate
449,2008,0,1964,1,0,15,0, ,1,1,0,0,0,0,0,0,873,794,817,0,0,0,873,794,817, , , , ,0,72,35,100,250,360,0,0,0,0,0,0,815000000,710000000,605000000, , , ,1,1,0,1,0, ,1,0, , , , , ,1,1,60,30,10,1,1,1,0,1,0, ,1,0, , , , , , , ,0,0,0, , ,0,0, ,0,0, ,0,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,3,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0, , , , , ,0, ,1,3, , ,3,3,3,1,1, ,1, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,3, , ,0,0,0,2,0,0,0,0, ,0,3,2,2, , , ,0, , ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,0, ,0,0,0,0,0,0, ,0, , , , , , , , ,0, , , , , , , , , , ,"Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants","Provision of subsidies, tax rebates, training & loans/ grants"
450,2008,0,1980,1,0,25,0, ,1,1,0,0,0,0,0,0,129,127,121,0,0,0,129,127,121, , , , ,0,0,0,2,5,114,0,0,0,0,0,0,1583200000,1909500000,2040700000, , , ,0,0, , , , , , , , , , , , , , , , ,0,1,1, , , , , , , , , , , , , ,0,0,0, , ,0,0, ,0,1, ,0,0,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1, ,2,3, , ,3,2,2,3,2, ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,1, , ,0,0,1,0,1,1,3,3, ,3,3,3,0, , , ,0, , ,0,0,1,1,0,0,1,1,1,1,1, , ,3,3,2,1, , , , , , , , ,1, ,0,0,0,0,0,0, ,0,0,2,0,2,0,0, ,0,0, , , , , , , , , , ,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding,Icrease financial status though covert supply by funding
451,2008,0, , ,0,36,0, , ,1,1, , , , , ,161,152,146,15,14,10,176,166,156, , , , ,0,0,4,10,15,117,0,0,2,3,5,0,461000000,410000000,380000000, , , ,0,0, , , , , , , , , , , , , , , , ,1,1,1,0,1,0, ,1,0, , , , , , , ,0,1,0, , ,0,1, ,0,1, ,0,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , ,3,3, , ,3, ,3,3,0, ,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,3, , ,2,2,2,0,1,0,1,2, ,3,3,1,1, , , ,0, , ,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , ,1, ,0,0,0,0,0,0, ,0,3,3,3,3,3,3,3,3,1, , , , ,Energy,Energy,Energy,Energy,Energy,Energy,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities,Provide proper infrastructure / basic amenities
